;X;sh;phylum;class;order;family;genus;species
658;221500;KX537771.1.2198;Ascomycota;Rhopalophora;Sclerococcales;;Rhopalophora;Rhopalophora clavispora
659;221924;JF730792.1.1690;Incertae Sedis;Rhizophydiales;Rhizophydiales;Rhizophydium;uncultured;uncultured eukaryote
660;222242;AB971080.1.1477;Incertae Sedis;Neocallimastigales;Neocallimastigales;uncultured;uncultured;uncultured fungus
661;222538;KY934455.1.1210;Zoopagomycotina;Zoopagales;Zoopagales;Acaulopage dichotoma;Acaulopage;Acaulopage dichotoma
662;222915;EF558790.1.1217;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured fungus
663;223056;LC176287.1.1667;Incertae Sedis;uncultured;Zygophlyctidales;;Zygorhizidium;Zygorhizidium aff. melosirae KS-2016
664;223535;JF414178.1.1619;Glomeromycotina;Diversisporales;Diversisporales;Acaulospora;Glomeromycotina;Glomeromycotina sp. MIB 8441
665;223646;HQ202299.1.1763;Glomeromycotina;Diversisporales;Diversisporales;Scutellospora;Scutellospora;Scutellospora striata
666;223713;GU004226.1.1519;Ascomycota;Leotiomycetes;Thelebolales;;Thelebolus;Thelebolus sp. 18 BI 15-3-2
667;223981;JF723684.1.1731;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor racemosus
668;224114;JF414180.1.1612;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Glomeromycotina;Glomeromycotina sp. MIB 8446
669;224186;AF372719.1.1262;Incertae Sedis;Rhizophydiales;Rhizophydiales;uncultured Chytridiomycota;uncultured;uncultured Chytridiomycota
670;224338;AJ867630.1.1746;Incertae Sedis;Gromochytriales;Gromochytriales;uncultured;uncultured;uncultured Chytridiomycota
671;225138;GU004255.1.1519;Ascomycota;Dothideomycetes;Pleosporales;;Phoma;Phoma herbarum
672;225293;LT602997.1.1702;Basidiomycota;Agaricomycetes;Polyporales;;Hyphoderma;Hyphoderma sp. CBS116137
673;225403;LC203433.1.1643;Basidiomycota;Tremellomycetes;Tremellales;;Sirotrema;Sirotrema translucens
674;225533;EF638572.1.1365;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured;uncultured;uncultured Chytridiomycota
675;225541;FR686955.1.1773;Glomeromycotina;Diversisporales;Diversisporales;Diversispora;Diversispora;Diversispora trimurales
676;225553;MF196240.1.1646;Basidiomycota;Agaricomycetes;Polyporales;;Phanerochaete;Phanerochaete chrysosporium
677;225554;JQ004928.1.1712;Mucoromycotina;Mucorales;Mucorales;Absidia;Absidia;Absidia heterospora
678;225674;HQ682649.1.1763;Mucoromycotina;Mucorales;Mucorales;Pilobolus;Pilobolus;Pilobolus kleinii
679;225973;AY382451.1.1436;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured fungus
680;226745;HQ888708.1.1653;Incertae Sedis;Blastocladiales;Blastocladiales;Catenaria sp. Poly Ad 2-0;Catenaria;Catenaria sp. Poly Ad 2-0
681;226770;HE863866.1.1726;Glomeromycotina;Diversisporales;Diversisporales;Diversispora;Diversispora;Diversispora sp. EE1
682;226851;HQ845293.1.1679;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor circinelloides
683;227005;FN690493.1.1679;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured;uncultured;uncultured fungus
684;227062;EU154975.1.1267;Incertae Sedis;Rhizophydiales;Rhizophydiales;Rhizophydium;uncultured;uncultured fungus
685;227095;EU162636.1.1786;Incertae Sedis;Rhizophydiales;Rhizophydiales;uncultured Chytridiomycota;uncultured;uncultured Chytridiomycota
686;227096;EU162640.1.1784;Incertae Sedis;Rhizophydiales;Rhizophydiales;uncultured Chytridiomycota;uncultured;uncultured Chytridiomycota
687;227151;HQ888683.1.1770;Incertae Sedis;Blastocladiales;Blastocladiales;Allomyces;Allomyces;Allomyces arbusculus
688;227655;JF414224.1.1609;Mucoromycotina;Endogonales;Endogonales;uncultured;Mucoromycotina;Mucoromycotina sp. MIB 8387
689;227784;AY394664.1.1581;Glomeromycotina;Diversisporales;Diversisporales;Acaulospora;uncultured;uncultured Acaulospora
690;227839;MF163176.1.1416;Incertae Sedis;Neocallimastigales;Neocallimastigales;uncultured;Rhizophydium;Rhizophydium scenedesmi
691;227852;HQ888705.1.1776;Incertae Sedis;Blastocladiales;Blastocladiales;Catenaria sp. WM099;Catenaria;Catenaria sp. WM099
692;227928;JF723672.1.1747;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor racemosus
693;227930;JF723688.1.1733;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor circinelloides f. janssenii
694;227951;AY180029.1.1707;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured;uncultured;uncultured fungus
695;228762;JF414192.1.1613;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Glomeromycotina;Glomeromycotina sp. MIB 8369
696;228763;JF414221.1.1609;Mucoromycotina;Endogonales;Endogonales;uncultured;Mucoromycotina;Mucoromycotina sp. MIB 8388
697;228945;JX155619.1.1505;Kickxellomycotina;Harpellales;Harpellales;Bojamyces sp. CA-18-W17;Bojamyces;Bojamyces sp. CA-18-W17
698;229381;FJ605511.1.1791;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor luteus
699;229477;HM623315.1.1795;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor irregularis
700;229491;JN009796.1.1676;Kickxellomycotina;Kickxellales;Kickxellales;Coemansia;Coemansia;Coemansia pectinata
701;229568;LT603005.1.2285;Basidiomycota;Agaricomycetes;Polyporales;;Hyphoderma;Hyphoderma orphanellum
702;229759;JX242624.1.1762;Entomophthoromycotina;Entomophthorales;Entomophthorales;Zoophthora;Zoophthora;Zoophthora radicans
703;229858;KC671227.1.1841;Mucoromycotina;Mucorales;Mucorales;uncultured;uncultured;uncultured fungus
704;230057;LT603000.1.1704;Basidiomycota;Agaricomycetes;Hymenochaetales;;Peniophorella;Peniophorella guttuliferum
705;230208;KY628698.1.1629;Ascomycota;Sordariomycetes;Melanosporales;;Sphaerodes;Sphaerodes quandrangularis
706;230784;JF414210.1.1610;Mucoromycotina;Endogonales;Endogonales;Endogone;Mucoromycotina;Mucoromycotina sp. MIB 8372
707;230785;JF414234.1.1605;Mucoromycotina;Endogonales;Endogonales;uncultured;Mucoromycotina;Mucoromycotina sp. MIB 8349
708;230907;HM623317.1.1777;Mucoromycotina;Mucorales;Mucorales;Rhizomucor;Rhizomucor;Rhizomucor regularior
709;230992;KY947995.1.1687;Ascomycota;Lecanoromycetes;Umbilicariales;;Umbilicaria;Umbilicaria vellea
710;231060;JN166015.1.1290;Ascomycota;Sordariomycetes;Xylariales;;Vialaea;Vialaea insculpta
711;231821;EU169426.1.1257;Glomeromycotina;Glomerales;Glomerales;Septoglomus;uncultured;uncultured Glomus
712;231851;FN182239.1.1716;Mucoromycotina;Mucorales;Mucorales;Rhizopus;Rhizopus;Rhizopus microsporus var. chinensis
713;232001;HQ888704.1.1763;Incertae Sedis;Blastocladiales;Blastocladiales;Catenaria anguillulae;Catenaria;Catenaria anguillulae
714;232044;KC561942.1.1736;Incertae Sedis;Spizellomycetales;Spizellomycetales;Geranomyces;uncultured;uncultured Chytridiomycota
715;232173;EF638571.1.1381;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured;uncultured;uncultured Chytridiomycota
716;232176;EF638681.1.1362;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured Chytridiomycota;uncultured;uncultured Chytridiomycota
717;232195;FR686954.1.1768;Glomeromycotina;Diversisporales;Diversisporales;Diversispora;Diversispora;Diversispora spurca
718;232372;JQ004925.1.1715;Mucoromycotina;Mucorales;Mucorales;Absidia;Absidia;Absidia glauca
719;232439;HM623321.1.1778;Mucoromycotina;Mucorales;Mucorales;Backusella;Backusella;Backusella variabilis
720;232480;KY934456.1.1310;Zoopagomycotina;Zoopagales;Zoopagales;Stylopage araea;Stylopage;Stylopage araea
721;232499;FR773151.1.1750;Glomeromycotina;Glomerales;Glomerales;Claroideoglomus;Claroideoglomus;Claroideoglomus lamellosum
722;232760;JF414188.1.1613;Glomeromycotina;Archaeosporales;Archaeosporales;Ambispora;Glomeromycotina;Glomeromycotina sp. MIB 8371
723;232852;JQ004924.1.1717;Kickxellomycotina;Kickxellales;Kickxellales;Linderina;Linderina;Linderina macrospora
724;232929;JF723652.1.1747;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor circinelloides f. circinelloides
725;232931;JF723686.1.1728;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor circinelloides f. griseocyanus
726;232975;FJ654487.1.1337;Mucoromycotina;Mucorales;Mucorales;Gongronella;Rhizopus;Rhizopus sp. SV/09-13
727;233223;JQ080259.1.1774;Glomeromycotina;Diversisporales;Diversisporales;Racocetra;Racocetra;Racocetra alborosea
728;233306;LT603010.1.1710;Basidiomycota;Agaricomycetes;Corticiales;;Hyphodontia;Hyphodontia sambuci
729;234399;KY234410.1.1520;Glomeromycotina;uncultured;Glomerales;;Glomeraceae;Glomeraceae sp.
730;234434;MF458359.1.1708;Ascomycota;Laboulbeniomycetes;Herpomycetales;;Herpomyces;Herpomyces periplanetae
731;234683;EU169428.1.1211;Glomeromycotina;Glomerales;Glomerales;Septoglomus;uncultured;uncultured Glomus
732;234885;FN600536.1.1769;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Glomus;Glomus sp. MUCL 43194
733;234941;HE962469.1.1757;Glomeromycotina;Diversisporales;Diversisporales;Dentiscutata;Dentiscutata;Dentiscutata savannicola
734;235137;JQ302882.1.1808;Kickxellomycotina;Harpellales;Harpellales;Pseudoharpella arcolamylica;Pseudoharpella;Pseudoharpella arcolamylica
735;235177;HQ888713.1.1755;Incertae Sedis;Blastocladiales;Blastocladiales;Coelomomyces lativittatus;Coelomomyces;Coelomomyces lativittatus
736;235462;EF638577.1.1366;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured;uncultured;uncultured Chytridiomycota
737;235538;AJ867631.1.1748;Incertae Sedis;Gromochytriales;Gromochytriales;uncultured;uncultured;uncultured Chytridiomycota
738;235641;MF398174.1.1725;Ascomycota;Sordariomycetes;;;Sordariomycetes;Sordariomycetes sp.
739;235777;JF723635.1.1704;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor fuscus
740;235787;JF723685.1.1733;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor racemosus
741;236006;JF414185.1.1613;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp. MIB 8393
742;236428;KC674216.1.1832;Mucoromycotina;Mucorales;Mucorales;Mucor;uncultured;uncultured fungus
743;236569;JX155622.1.1505;Kickxellomycotina;Harpellales;Harpellales;Legeriomyces;Legeriomyces;Legeriomyces minae
744;236766;FN600535.1.1761;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Glomus;Glomus sp. MUCL 43194
745;236841;LK023322.270.2102;Mucoromycotina;Mucorales;Mucorales;Lichtheimia;Lichtheimia;Lichtheimia ramosa
746;237282;EF638574.1.1364;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured;uncultured;uncultured Chytridiomycota
747;237346;JQ004930.1.1710;Mucoromycotina;Mucorales;Mucorales;Absidia;Absidia;Absidia repens
748;237699;KY234470.1.1519;Glomeromycotina;uncultured;Glomerales;;Glomeraceae;Glomeraceae sp.
749;237865;KC674701.1.1832;Mucoromycotina;Mucorales;Mucorales;Mucor;uncultured;uncultured fungus
750;238431;JF723683.1.1705;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor circinelloides f. lusitanicus
751;238690;KY661701.1.1758;Ascomycota;Lecanoromycetes;Ostropales;;Cryptodiscus;Cryptodiscus galaninae
752;238797;KY948010.1.2198;Ascomycota;Lecanoromycetes;Pertusariales;;Pertusaria;Pertusaria alpina
753;238977;EU162641.1.1783;Incertae Sedis;Gromochytriales;Gromochytriales;uncultured;uncultured;uncultured Chytridiomycota
754;239316;KC708441.1.1550;Mucoromycotina;Endogonales;Endogonales;Endogone;uncultured;uncultured Mucoromycotina
755;239987;KC674123.1.1837;Mucoromycotina;Mucorales;Mucorales;Mucor;uncultured;uncultured fungus
756;240272;HQ324138.1.1276;Incertae Sedis;Incertae Sedis;Chytridiales;Synchytrium;Synchytrium;Synchytrium minutum
757;240275;KY828439.1.1559;Ascomycota;Lecanoromycetes;Leotiales;;Epithamnolia;Epithamnolia rangiferinae
758;240279;HM590653.1.1750;Mucoromycotina;Mucorales;Mucorales;Lichtheimia;Absidia;Absidia sp. MJ3-3
759;240345;M59759.1.1718;Incertae Sedis;Spizellomycetales;Spizellomycetales;Spizellomyces;Spizellomyces;Spizellomyces acuminatus
760;240505;KC674737.1.1829;Mucoromycotina;Mucorales;Mucorales;Mucor;uncultured;uncultured fungus
761;240972;JQ302890.1.1860;Kickxellomycotina;Harpellales;Harpellales;Smittium;Smittium;Smittium tronadorium
762;241013;JF414184.1.1613;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp. MIB 8393
763;241179;JF723691.1.1735;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor sp. AH-2011e
764;241427;JX155612.1.1505;Kickxellomycotina;Harpellales;Harpellales;Smittium;Smittium;Smittium sp. YW-2013
765;241645;JQ043221.1.1629;Mucoromycotina;Mucorales;Mucorales;Thamnostylum;Thamnostylum;Thamnostylum repens
766;241663;JQ995175.1.1777;Zoopagomycotina;Zoopagales;Zoopagales;Piptocephalis;Piptocephalis;Piptocephalis graefenhanii
767;241974;KC297614.1.1811;Kickxellomycotina;Harpellales;Harpellales;Barbatospora;Barbatospora;Barbatospora ambicaudata
768;242069;JX242622.1.1765;Entomophthoromycotina;Entomophthorales;Entomophthorales;Pandora;Pandora;Pandora kondoiensis
769;242167;HQ263116.1.1708;Ascomycota;Sordariomycetes;Coniochaetales;;Coniochaeta;Coniochaeta mutabilis
770;242322;EU169413.1.1245;Glomeromycotina;Glomerales;Glomerales;Septoglomus;uncultured;uncultured Glomus
771;242561;JQ288098.1.1762;Zoopagomycotina;Zoopagales;Zoopagales;Acaulopage tetraceros;Acaulopage;Acaulopage tetraceros
772;242623;JQ995176.1.1782;Zoopagomycotina;Zoopagales;Zoopagales;Piptocephalis;Piptocephalis;Piptocephalis indica
773;243120;JQ302867.1.1755;Kickxellomycotina;Harpellales;Harpellales;Graminella;Graminella;Graminella microspora
774;243302;MG829290.1.1577;Glomeromycotina;Diversisporales;;;Glomeromycotina;Glomeromycotina sp.
775;243303;MG829324.1.1650;Glomeromycotina;Archaeosporales;Archaeosporales;Glomeromycotina sp.;Glomeromycotina;Glomeromycotina sp.
776;243304;MG829362.1.1652;Glomeromycotina;Glomerales;;;Glomeromycotina;Glomeromycotina sp.
777;243305;MG829424.1.1657;Glomeromycotina;Archaeosporales;Archaeosporales;Glomeromycotina sp.;Glomeromycotina;Glomeromycotina sp.
778;243308;MG829506.1.1657;Glomeromycotina;Diversisporales;Diversisporales;Acaulospora;Glomeromycotina;Glomeromycotina sp.
779;243328;JQ689416.1.1679;Incertae Sedis;Rhizophydiales;Rhizophydiales;uncultured Chytridiomycota;uncultured;uncultured Chytridiomycota
780;243524;HQ845299.1.1687;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor irregularis
781;243820;EU169421.1.1251;Glomeromycotina;Glomerales;Glomerales;Septoglomus;uncultured;uncultured Glomus
782;243871;AEVJ01000659.12089.13867;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;Mortierella;Mortierella verticillata NRRL 6337
783;244298;KF036721.1.1656;Basidiomycota;Tremellomycetes;Trichosporonales;;Apiotrichum;Apiotrichum sporotrichoides
784;244319;JX242608.1.1664;Entomophthoromycotina;Basidiobolales;Basidiobolales;Basidiobolus;Basidiobolus;Basidiobolus magnus
785;244353;HQ888717.1.1639;Incertae Sedis;Blastocladiales;Physodermatales;Urophlyctis;Urophlyctis;Urophlyctis trifolii
786;244371;JQ302844.1.1794;Kickxellomycotina;Harpellales;Harpellales;Smittium;Smittium;Smittium sp. AS-49-6
787;244743;JX155620.1.1502;Kickxellomycotina;Harpellales;Harpellales;Caudomyces sp. UT-1-W16a;Caudomyces;Caudomyces sp. UT-1-W16a
788;244774;JQ302869.1.1902;Kickxellomycotina;Harpellales;Harpellales;Smittium;Smittium;Smittium coloradense
789;244803;JX155621.1.1505;Kickxellomycotina;Harpellales;Harpellales;Harpella;Harpella;Harpella melusinae
790;245190;GU250316.1.1781;Ascomycota;Dothideomycetes;;;Cryomyces;Cryomyces antarcticus
791;245206;HQ901738.1.1663;Incertae Sedis;Spizellomycetales;Spizellomycetales;Geranomyces;Geranomyces;Geranomyces tanneri
792;245247;KY234404.1.1522;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Rhizophagus;Rhizophagus sp. (in: Fungi)
793;245321;ABKH02000595.2974.4216;Ascomycota;Eurotiomycetes;Onygenales;;Paracoccidioides;Paracoccidioides lutzii Pb01
794;245529;JF414187.1.1612;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Glomeromycotina;Glomeromycotina sp. MIB 8366
795;245573;FJ641899.1.1357;Basidiomycota;Agaricomycetes;Sebacinales;;Serendipita;Serendipita indica
796;245809;KC671259.1.1838;Mucoromycotina;Mucorales;Mucorales;uncultured;uncultured;uncultured fungus
797;246021;JF414191.1.1611;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp. MIB 8392
798;246023;JF414214.1.1605;Mucoromycotina;Endogonales;Endogonales;Endogone;Mucoromycotina;Mucoromycotina sp. MIB 8353
799;246388;JF723692.1.1738;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor spinosus
800;246421;HE573028.222.1687;Basidiomycota;Agaricomycetes;Hymenochaetales;;Kurtia;Kurtia argillacea
801;246810;JX242609.1.1673;Entomophthoromycotina;Basidiobolales;Basidiobolales;Basidiobolus;Basidiobolus;Basidiobolus meristosporus
802;247004;JQ302868.1.1753;Kickxellomycotina;Harpellales;Harpellales;Spartiella;Spartiella;Spartiella cf. barbata NOR-43-1
803;247499;KC671213.1.1834;Mucoromycotina;Mucorales;Mucorales;uncultured;uncultured;uncultured fungus
804;247816;HM030909.1.1651;Incertae Sedis;Spizellomycetales;Olpidiales;Olpidium;uncultured;uncultured eukaryote
805;247852;HQ888696.1.1686;Incertae Sedis;Blastocladiales;Blastocladiales;Blastocladia;Blastocladia;Blastocladia pringsheimii
806;248119;FN600534.1.1823;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Glomus;Glomus sp. MUCL 43194
807;248182;JF414176.1.1612;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp. MIB 8383
808;248375;EF638573.1.1362;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured;uncultured;uncultured Chytridiomycota
809;248677;JX155611.1.1505;Kickxellomycotina;Harpellales;Harpellales;Smittium;Smittium;Smittium fecundum
810;249077;JF414211.1.1608;Mucoromycotina;Endogonales;Endogonales;Endogone;Mucoromycotina;Mucoromycotina sp. MIB 8448
811;249089;JX242619.1.1483;Entomophthoromycotina;Entomophthorales;Entomophthorales;Conidiobolus;Conidiobolus;Conidiobolus obscurus
812;249339;EU162643.1.1784;Incertae Sedis;Gromochytriales;Gromochytriales;uncultured;uncultured;uncultured Chytridiomycota
813;250166;AY903703.1.1525;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured glomeraceous AM fungus
814;250277;JN397378.1.1769;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor hiemalis
815;250283;EU154985.1.1261;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured;uncultured;uncultured fungus
816;250647;HM536084.1.1703;Basidiomycota;Agaricomycetes;Gloeophyllales;;Veluticeps;Veluticeps fimbriata
817;250778;JX155623.1.1505;Kickxellomycotina;Harpellales;Harpellales;Pteromaktron;Pteromaktron;Pteromaktron sp. OR-11-W8
818;251151;KC203496.1.1773;Basidiomycota;Agaricomycetes;Stereopsidales;;Stereopsis;Stereopsis radicans
819;251397;KR002150.1.1740;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured Glomeromycotina
820;251725;HQ585897.1.1775;Incertae Sedis;Neocallimastigales;Neocallimastigales;Neocallimastix;Neocallimastix;Neocallimastix frontalis
821;251862;JQ043222.1.1628;Mucoromycotina;Mucorales;Mucorales;Thamnostylum;Thamnostylum;Thamnostylum nigricans
822;252182;LDAW01001190.1319.3196;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;Mortierella;Mortierella alpina
823;252256;KF805742.1.1751;Mucoromycotina;Mucorales;Mucorales;Circinella;Circinella;Circinella umbellata
824;252495;JQ995172.1.1777;Zoopagomycotina;Zoopagales;Zoopagales;Piptocephalis;Piptocephalis;Piptocephalis formosana
825;252589;MG252955.1.1741;Entomophthoromycotina;Entomophthorales;Entomophthorales;Zoophthora;Zoophthora;Zoophthora radicans
826;252749;MG829335.1.1655;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
827;252750;MG829370.1.1654;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Glomeromycotina;Glomeromycotina sp.
828;252757;MG829587.1.1644;Glomeromycotina;Archaeosporales;Archaeosporales;Glomeromycotina sp.;Glomeromycotina;Glomeromycotina sp.
829;252869;JQ043223.1.1631;Mucoromycotina;Mucorales;Mucorales;Thamnostylum;Thamnostylum;Thamnostylum lucknowense
830;253672;EU169415.1.1245;Glomeromycotina;Glomerales;Glomerales;Septoglomus;uncultured;uncultured Glomus
831;253715;AY903741.1.1526;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured glomeraceous AM fungus
832;254196;JN974022.1.1792;Mucoromycotina;Mucorales;Mucorales;Rhizopus;Rhizopus;Rhizopus stolonifer
833;254498;KF036662.1.1654;Basidiomycota;Tremellomycetes;Holtermanniales;;Holtermanniella;Holtermanniella wattica
834;254528;MF522179.1.1715;Mucoromycotina;Mucorales;Mucorales;Absidia;Absidia;Absidia panacisoli
835;254577;KC297628.1.1742;Kickxellomycotina;Harpellales;Harpellales;Pennella sp. NOR-7-W12;Pennella;Pennella sp. NOR-7-W12
836;254902;MG829322.1.1651;Glomeromycotina;Archaeosporales;Archaeosporales;Glomeromycotina sp.;Glomeromycotina;Glomeromycotina sp.
837;254903;MG829361.1.1618;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
838;254904;MG829419.1.1655;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
839;254906;MG829487.1.1648;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
840;254928;JQ689413.1.1659;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured;uncultured;uncultured Chytridiomycota
841;255511;KC708360.1.1682;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp. MIB 8870
842;255740;KC561971.1.1722;Incertae Sedis;Gromochytriales;Gromochytriales;uncultured;uncultured;uncultured Chytridiomycota
843;255759;MG829294.1.1653;Glomeromycotina;Archaeosporales;Archaeosporales;Glomeromycotina sp.;Glomeromycotina;Glomeromycotina sp.
844;255760;MG829398.1.1620;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
845;255784;JQ689445.1.1662;Incertae Sedis;Gromochytriales;Gromochytriales;uncultured;uncultured;uncultured Chytridiomycota
846;255819;JX242607.1.1719;Entomophthoromycotina;Basidiobolales;Basidiobolales;Basidiobolus;Basidiobolus;Basidiobolus heterosporus
847;255940;AY821992.1.1670;Incertae Sedis;Blastocladiales;Blastocladiales;Blastocladia;uncultured;uncultured Chytridiomycota
848;255963;JQ302870.1.1839;Kickxellomycotina;Harpellales;Harpellales;Stachylina;Stachylina;Stachylina lentica
849;256420;JQ301644.1.1621;Ascomycota;Lecanoromycetes;Caliciales;;Buellia;Buellia dispersa
850;256421;JQ302852.1.1773;Kickxellomycotina;Harpellales;Harpellales;Smittium;Smittium;Smittium sp. CO-13-W13
851;256454;JQ004937.1.1733;Mucoromycotina;Mucorales;Mucorales;Pilobolus;Pilobolus;Pilobolus roridus
852;256579;AY821995.1.1675;Incertae Sedis;Blastocladiales;Blastocladiales;Blastocladia;uncultured;uncultured Chytridiomycota
853;256794;AY882540.1.1214;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured;uncultured;uncultured marine eukaryote
854;256822;AJ506018.1.1560;Incertae Sedis;Chytridiales;Chytridiales;uncultured;uncultured;uncultured rhizosphere chytridiomycete
855;257471;JQ302895.1.1855;Kickxellomycotina;Harpellales;Harpellales;Smittium;Smittium;Smittium cf. morbosum WKRb
856;257766;HQ888688.1.1762;Incertae Sedis;Blastocladiales;Blastocladiales;Allomyces;Allomyces;Allomyces moniliformis
857;257857;KC297624.1.1737;Kickxellomycotina;Harpellales;Harpellales;Legerioides;Legerioides;Legerioides tumidus
858;257930;KC297619.1.1737;Kickxellomycotina;Harpellales;Harpellales;Capniomyces;Capniomyces;Capniomyces sasquatchoides
859;258091;EU417625.1.1685;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;uncultured;uncultured Glomus
860;259093;KY234474.1.1521;Glomeromycotina;uncultured;Glomerales;;Rhizophagus;Rhizophagus sp. (in: Fungi)
861;259183;JF414213.1.1608;Mucoromycotina;Endogonales;Endogonales;Endogone;Mucoromycotina;Mucoromycotina sp. MIB 8447
862;259454;JF723690.1.1712;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor fuscus
863;259591;MG829326.1.1284;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
864;259593;MG829429.1.1644;Glomeromycotina;Archaeosporales;Archaeosporales;Glomeromycotina sp.;Glomeromycotina;Glomeromycotina sp.
865;259598;MG829537.1.1639;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Glomeromycotina;Glomeromycotina sp.
866;259755;KC670541.1.1809;Incertae Sedis;Rhizophlyctidales;Rhizophlyctidales;Rhizophlyctis;uncultured;uncultured fungus
867;259843;MG829329.1.1654;Glomeromycotina;Diversisporales;;;Glomeromycotina;Glomeromycotina sp.
868;259847;MG829366.1.1659;Glomeromycotina;Diversisporales;Diversisporales;Acaulospora;Glomeromycotina;Glomeromycotina sp.
869;259850;MG829430.1.1654;Glomeromycotina;Glomerales;Glomerales;Glomeromycotina sp.;Glomeromycotina;Glomeromycotina sp.
870;259864;MG829551.1.1665;Glomeromycotina;Diversisporales;;;Glomeromycotina;Glomeromycotina sp.
871;260283;JX242612.1.1678;Entomophthoromycotina;Entomophthorales;Entomophthorales;Conidiobolus;Conidiobolus;Conidiobolus firmipilleus
872;261536;JF972676.1.1641;Incertae Sedis;Gromochytriales;Gromochytriales;uncultured;uncultured;uncultured eukaryote
873;261651;KF056849.1.1577;Mucoromycotina;Mucorales;Mucorales;;Mucoraceae;Mucoraceae sp. SM-1
874;261900;KF053133.1.1569;Mortierellomycotina;Mortierellales;Mortierellales;Modicella malleola;Modicella;Modicella malleola
875;262019;KC674649.1.1832;Mucoromycotina;Mucorales;Mucorales;Mucor;uncultured;uncultured fungus
876;262173;JQ302863.1.1993;Kickxellomycotina;Harpellales;Harpellales;Smittium;Smittium;Smittium sp. CO-13-W10
877;262175;JQ302891.1.1855;Kickxellomycotina;Harpellales;Harpellales;Smittium sp. CR-259-4;Smittium;Smittium sp. CR-259-4
878;262352;MG829296.1.1656;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
